Unnamed: 0,prdtypecode,prdtypecode_encoded,libelle_type_code
9065,2585,24,Outillage de jardin
9066,2060,16,Décoration
9067,1160,5,Cartes à collectionner
9068,10,0,Livres loisirs et société
9069,1300,9,Véhicules RC & miniatures
9070,1320,12,Puériculture
9071,1160,5,Cartes à collectionner
9072,1320,12,Puériculture
9073,1160,5,Cartes à collectionner
9074,40,1,Jeux vidéo et accessoires
9075,2522,21,Fournitures Papeterie
9076,50,2,Accessoires gaming
9077,2705,25,Livres littérature et fiction
9078,2583,23,Équipement piscine & spa
9079,1920,14,Linge de maison
9080,2582,22,Mobilier de jardin
9081,1300,9,Véhicules RC & miniatures
9082,1560,13,Maison
9083,1300,9,Véhicules RC & miniatures
9084,1160,5,Cartes à collectionner
9085,1301,10,Chaussettes bébé
9086,1281,8,Jeux de société
9087,1920,14,Linge de maison
9088,2060,16,Décoration
9089,1140,4,Figurines & univers geek
9090,2583,23,Équipement piscine & spa
9091,2705,25,Livres littérature et fiction
9092,40,1,Jeux vidéo et accessoires
9093,1920,14,Linge de maison
9094,2220,17,Animalerie
9095,2582,22,Mobilier de jardin
9096,40,1,Jeux vidéo et accessoires
9097,2403,19,Lots Livres / Magasines & Manga & BD
9098,2280,18,Magasine
9099,1160,5,Cartes à collectionner
9100,2060,16,Décoration
9101,1560,13,Maison
9102,1320,12,Puériculture
9103,2583,23,Équipement piscine & spa
9104,2583,23,Équipement piscine & spa
9105,1301,10,Chaussettes bébé
9106,2060,16,Décoration
9107,2522,21,Fournitures Papeterie
9108,2280,18,Magasine
9109,1160,5,Cartes à collectionner
9110,2522,21,Fournitures Papeterie
9111,1320,12,Puériculture
9112,1920,14,Linge de maison
9113,1160,5,Cartes à collectionner
9114,1560,13,Maison
9115,1560,13,Maison
9116,2705,25,Livres littérature et fiction
9117,40,1,Jeux vidéo et accessoires
9118,1281,8,Jeux de société
9119,1160,5,Cartes à collectionner
9120,1302,11,Sports & Loisirs
9121,1280,7,Jouets & Enfant
9122,2522,21,Fournitures Papeterie
9123,2522,21,Fournitures Papeterie
9124,2060,16,Décoration
9125,1560,13,Maison
9126,2280,18,Magasine
9127,1160,5,Cartes à collectionner
9128,2462,20,Lots consoles & jeux
9129,1160,5,Cartes à collectionner
9130,2280,18,Magasine
9131,1302,11,Sports & Loisirs
9132,40,1,Jeux vidéo et accessoires
9133,2060,16,Décoration
9134,1920,14,Linge de maison
9135,1320,12,Puériculture
9136,1920,14,Linge de maison
9137,2583,23,Équipement piscine & spa
9138,10,0,Livres loisirs et société
9139,1280,7,Jouets & Enfant
9140,1160,5,Cartes à collectionner
9141,1140,4,Figurines & univers geek
9142,2583,23,Équipement piscine & spa
9143,1300,9,Véhicules RC & miniatures
9144,1160,5,Cartes à collectionner
9145,1302,11,Sports & Loisirs
9146,2583,23,Équipement piscine & spa
9147,2280,18,Magasine
9148,1920,14,Linge de maison
9149,2583,23,Équipement piscine & spa
9150,1300,9,Véhicules RC & miniatures
9151,1320,12,Puériculture
9152,60,3,Consoles rétro
9153,40,1,Jeux vidéo et accessoires
9154,1920,14,Linge de maison
9155,2060,16,Décoration
9156,2583,23,Équipement piscine & spa
9157,1280,7,Jouets & Enfant
9158,2060,16,Décoration
9159,2462,20,Lots consoles & jeux
9160,40,1,Jeux vidéo et accessoires
9161,1560,13,Maison
9162,1920,14,Linge de maison
9163,2583,23,Équipement piscine & spa
9164,1300,9,Véhicules RC & miniatures
9165,1280,7,Jouets & Enfant
9166,1281,8,Jeux de société
9167,1560,13,Maison
9168,2220,17,Animalerie
9169,1560,13,Maison
9170,2403,19,Lots Livres / Magasines & Manga & BD
9171,2522,21,Fournitures Papeterie
9172,2582,22,Mobilier de jardin
9173,2583,23,Équipement piscine & spa
9174,10,0,Livres loisirs et société
9175,1940,15,Epicerie
9176,2403,19,Lots Livres / Magasines & Manga & BD
9177,1920,14,Linge de maison
9178,2060,16,Décoration
9179,1300,9,Véhicules RC & miniatures
9180,1301,10,Chaussettes bébé
9181,2905,26,Jeux en téléchargement
9182,1140,4,Figurines & univers geek
9183,1160,5,Cartes à collectionner
9184,1560,13,Maison
9185,2583,23,Équipement piscine & spa
9186,1140,4,Figurines & univers geek
9187,1560,13,Maison
9188,2583,23,Équipement piscine & spa
9189,1140,4,Figurines & univers geek
9190,1560,13,Maison
9191,2403,19,Lots Livres / Magasines & Manga & BD
9192,1300,9,Véhicules RC & miniatures
9193,2060,16,Décoration
9194,2280,18,Magasine
9195,2280,18,Magasine
9196,2403,19,Lots Livres / Magasines & Manga & BD
9197,1140,4,Figurines & univers geek
9198,2585,24,Outillage de jardin
9199,2060,16,Décoration
9200,1300,9,Véhicules RC & miniatures
9201,2583,23,Équipement piscine & spa
9202,1920,14,Linge de maison
9203,1300,9,Véhicules RC & miniatures
9204,2583,23,Équipement piscine & spa
9205,2280,18,Magasine
9206,2522,21,Fournitures Papeterie
9207,2705,25,Livres littérature et fiction
9208,40,1,Jeux vidéo et accessoires
9209,50,2,Accessoires gaming
9210,2583,23,Équipement piscine & spa
9211,2522,21,Fournitures Papeterie
9212,10,0,Livres loisirs et société
9213,2060,16,Décoration
9214,2905,26,Jeux en téléchargement
9215,2582,22,Mobilier de jardin
9216,1160,5,Cartes à collectionner
9217,1560,13,Maison
9218,2522,21,Fournitures Papeterie
9219,1300,9,Véhicules RC & miniatures
9220,2905,26,Jeux en téléchargement
9221,2705,25,Livres littérature et fiction
9222,1281,8,Jeux de société
9223,10,0,Livres loisirs et société
9224,1920,14,Linge de maison
9225,2583,23,Équipement piscine & spa
9226,2403,19,Lots Livres / Magasines & Manga & BD
9227,2522,21,Fournitures Papeterie
9228,2583,23,Équipement piscine & spa
9229,1940,15,Epicerie
9230,1920,14,Linge de maison
9231,2522,21,Fournitures Papeterie
9232,1560,13,Maison
9233,1920,14,Linge de maison
9234,2403,19,Lots Livres / Magasines & Manga & BD
9235,1300,9,Véhicules RC & miniatures
9236,2522,21,Fournitures Papeterie
9237,2585,24,Outillage de jardin
9238,2585,24,Outillage de jardin
9239,10,0,Livres loisirs et société
9240,1560,13,Maison
9241,2585,24,Outillage de jardin
9242,2705,25,Livres littérature et fiction
9243,1320,12,Puériculture
9244,1160,5,Cartes à collectionner
9245,2522,21,Fournitures Papeterie
9246,2583,23,Équipement piscine & spa
9247,2060,16,Décoration
9248,2585,24,Outillage de jardin
9249,2705,25,Livres littérature et fiction
9250,2403,19,Lots Livres / Magasines & Manga & BD
9251,2060,16,Décoration
9252,2705,25,Livres littérature et fiction
9253,1320,12,Puériculture
9254,1160,5,Cartes à collectionner
9255,1280,7,Jouets & Enfant
9256,1302,11,Sports & Loisirs
9257,1320,12,Puériculture
9258,2583,23,Équipement piscine & spa
9259,2403,19,Lots Livres / Magasines & Manga & BD
9260,2705,25,Livres littérature et fiction
9261,1300,9,Véhicules RC & miniatures
9262,2522,21,Fournitures Papeterie
9263,2403,19,Lots Livres / Magasines & Manga & BD
9264,2403,19,Lots Livres / Magasines & Manga & BD
9265,1320,12,Puériculture
9266,1301,10,Chaussettes bébé
9267,2583,23,Équipement piscine & spa
9268,1302,11,Sports & Loisirs
9269,1940,15,Epicerie
9270,1560,13,Maison
9271,60,3,Consoles rétro
9272,2583,23,Équipement piscine & spa
9273,2220,17,Animalerie
9274,2585,24,Outillage de jardin
9275,2522,21,Fournitures Papeterie
9276,2060,16,Décoration
9277,2462,20,Lots consoles & jeux
9278,2583,23,Équipement piscine & spa
9279,2060,16,Décoration
9280,2462,20,Lots consoles & jeux
9281,1300,9,Véhicules RC & miniatures
9282,2280,18,Magasine
9283,2220,17,Animalerie
9284,1320,12,Puériculture
9285,2522,21,Fournitures Papeterie
9286,2583,23,Équipement piscine & spa
9287,1320,12,Puériculture
9288,10,0,Livres loisirs et société
9289,2060,16,Décoration
9290,2705,25,Livres littérature et fiction
9291,1280,7,Jouets & Enfant
9292,1180,6,Jeux de figurines & wargames
9293,2403,19,Lots Livres / Magasines & Manga & BD
9294,2583,23,Équipement piscine & spa
9295,1280,7,Jouets & Enfant
9296,1302,11,Sports & Loisirs
9297,2583,23,Équipement piscine & spa
9298,2462,20,Lots consoles & jeux
9299,2705,25,Livres littérature et fiction
9300,2582,22,Mobilier de jardin
9301,40,1,Jeux vidéo et accessoires
9302,2522,21,Fournitures Papeterie
9303,2522,21,Fournitures Papeterie
9304,1920,14,Linge de maison
9305,2583,23,Équipement piscine & spa
9306,40,1,Jeux vidéo et accessoires
9307,2585,24,Outillage de jardin
9308,2585,24,Outillage de jardin
9309,1302,11,Sports & Loisirs
9310,2583,23,Équipement piscine & spa
9311,1180,6,Jeux de figurines & wargames
9312,1160,5,Cartes à collectionner
9313,1140,4,Figurines & univers geek
9314,2280,18,Magasine
9315,10,0,Livres loisirs et société
9316,40,1,Jeux vidéo et accessoires
9317,2583,23,Équipement piscine & spa
9318,1160,5,Cartes à collectionner
9319,2060,16,Décoration
9320,1302,11,Sports & Loisirs
9321,1160,5,Cartes à collectionner
9322,2583,23,Équipement piscine & spa
9323,2583,23,Équipement piscine & spa
9324,1920,14,Linge de maison
9325,10,0,Livres loisirs et société
9326,1140,4,Figurines & univers geek
9327,1560,13,Maison
9328,2705,25,Livres littérature et fiction
9329,2280,18,Magasine
9330,2060,16,Décoration
9331,2905,26,Jeux en téléchargement
9332,1920,14,Linge de maison
9333,2522,21,Fournitures Papeterie
9334,50,2,Accessoires gaming
9335,1300,9,Véhicules RC & miniatures
9336,1560,13,Maison
9337,2462,20,Lots consoles & jeux
9338,1300,9,Véhicules RC & miniatures
9339,2583,23,Équipement piscine & spa
9340,1920,14,Linge de maison
9341,1300,9,Véhicules RC & miniatures
9342,1560,13,Maison
9343,1280,7,Jouets & Enfant
9344,2583,23,Équipement piscine & spa
9345,2060,16,Décoration
9346,1320,12,Puériculture
9347,1560,13,Maison
9348,2583,23,Équipement piscine & spa
9349,1920,14,Linge de maison
9350,2583,23,Équipement piscine & spa
9351,1280,7,Jouets & Enfant
9352,1560,13,Maison
9353,2060,16,Décoration
9354,2585,24,Outillage de jardin
9355,40,1,Jeux vidéo et accessoires
9356,1302,11,Sports & Loisirs
9357,2585,24,Outillage de jardin
9358,1280,7,Jouets & Enfant
9359,2705,25,Livres littérature et fiction
9360,2583,23,Équipement piscine & spa
9361,2585,24,Outillage de jardin
9362,2280,18,Magasine
9363,2585,24,Outillage de jardin
9364,2522,21,Fournitures Papeterie
9365,1140,4,Figurines & univers geek
9366,2060,16,Décoration
9367,10,0,Livres loisirs et société
9368,1280,7,Jouets & Enfant
9369,2582,22,Mobilier de jardin
9370,1920,14,Linge de maison
9371,2522,21,Fournitures Papeterie
9372,10,0,Livres loisirs et société
9373,40,1,Jeux vidéo et accessoires
9374,1320,12,Puériculture
9375,1160,5,Cartes à collectionner
9376,1280,7,Jouets & Enfant
9377,2583,23,Équipement piscine & spa
9378,2522,21,Fournitures Papeterie
9379,2583,23,Équipement piscine & spa
9380,1160,5,Cartes à collectionner
9381,50,2,Accessoires gaming
9382,1160,5,Cartes à collectionner
9383,1560,13,Maison
9384,1281,8,Jeux de société
9385,1560,13,Maison
9386,2522,21,Fournitures Papeterie
9387,2403,19,Lots Livres / Magasines & Manga & BD
9388,1300,9,Véhicules RC & miniatures
9389,2583,23,Équipement piscine & spa
9390,2522,21,Fournitures Papeterie
9391,2280,18,Magasine
9392,1320,12,Puériculture
9393,1140,4,Figurines & univers geek
9394,1160,5,Cartes à collectionner
9395,2583,23,Équipement piscine & spa
9396,1560,13,Maison
9397,2403,19,Lots Livres / Magasines & Manga & BD
9398,1140,4,Figurines & univers geek
9399,2582,22,Mobilier de jardin
9400,1920,14,Linge de maison
9401,1300,9,Véhicules RC & miniatures
9402,1302,11,Sports & Loisirs
9403,2403,19,Lots Livres / Magasines & Manga & BD
9404,1560,13,Maison
9405,2583,23,Équipement piscine & spa
9406,1160,5,Cartes à collectionner
9407,2280,18,Magasine
9408,1281,8,Jeux de société
9409,40,1,Jeux vidéo et accessoires
9410,2403,19,Lots Livres / Magasines & Manga & BD
9411,2583,23,Équipement piscine & spa
9412,2583,23,Équipement piscine & spa
9413,1560,13,Maison
9414,1560,13,Maison
9415,1320,12,Puériculture
9416,2582,22,Mobilier de jardin
9417,2585,24,Outillage de jardin
9418,2522,21,Fournitures Papeterie
9419,2280,18,Magasine
9420,2060,16,Décoration
9421,2583,23,Équipement piscine & spa
9422,2403,19,Lots Livres / Magasines & Manga & BD
9423,2522,21,Fournitures Papeterie
9424,2705,25,Livres littérature et fiction
9425,1301,10,Chaussettes bébé
9426,1920,14,Linge de maison
9427,10,0,Livres loisirs et société
9428,1320,12,Puériculture
9429,2060,16,Décoration
9430,60,3,Consoles rétro
9431,2585,24,Outillage de jardin
9432,2403,19,Lots Livres / Magasines & Manga & BD
9433,10,0,Livres loisirs et société
9434,1920,14,Linge de maison
9435,1560,13,Maison
9436,2403,19,Lots Livres / Magasines & Manga & BD
9437,1920,14,Linge de maison
9438,1280,7,Jouets & Enfant
9439,2583,23,Équipement piscine & spa
9440,2060,16,Décoration
9441,10,0,Livres loisirs et société
9442,2583,23,Équipement piscine & spa
9443,2522,21,Fournitures Papeterie
9444,1281,8,Jeux de société
9445,40,1,Jeux vidéo et accessoires
9446,2583,23,Équipement piscine & spa
9447,1140,4,Figurines & univers geek
9448,2583,23,Équipement piscine & spa
9449,1560,13,Maison
9450,2403,19,Lots Livres / Magasines & Manga & BD
9451,1300,9,Véhicules RC & miniatures
9452,2583,23,Équipement piscine & spa
9453,40,1,Jeux vidéo et accessoires
9454,2522,21,Fournitures Papeterie
9455,2060,16,Décoration
9456,2060,16,Décoration
9457,2583,23,Équipement piscine & spa
9458,40,1,Jeux vidéo et accessoires
9459,2403,19,Lots Livres / Magasines & Manga & BD
9460,2522,21,Fournitures Papeterie
9461,1300,9,Véhicules RC & miniatures
9462,1280,7,Jouets & Enfant
9463,2585,24,Outillage de jardin
9464,1920,14,Linge de maison
9465,1140,4,Figurines & univers geek
9466,2462,20,Lots consoles & jeux
9467,2403,19,Lots Livres / Magasines & Manga & BD
9468,1160,5,Cartes à collectionner
9469,1302,11,Sports & Loisirs
9470,2060,16,Décoration
9471,2583,23,Équipement piscine & spa
9472,1920,14,Linge de maison
9473,1920,14,Linge de maison
9474,2705,25,Livres littérature et fiction
9475,40,1,Jeux vidéo et accessoires
9476,1300,9,Véhicules RC & miniatures
9477,2403,19,Lots Livres / Magasines & Manga & BD
9478,1281,8,Jeux de société
9479,2280,18,Magasine
9480,60,3,Consoles rétro
9481,2220,17,Animalerie
9482,1160,5,Cartes à collectionner
9483,1300,9,Véhicules RC & miniatures
9484,2583,23,Équipement piscine & spa
9485,2705,25,Livres littérature et fiction
9486,1920,14,Linge de maison
9487,2585,24,Outillage de jardin
9488,1300,9,Véhicules RC & miniatures
9489,1320,12,Puériculture
9490,2583,23,Équipement piscine & spa
9491,2583,23,Équipement piscine & spa
9492,2280,18,Magasine
9493,2060,16,Décoration
9494,10,0,Livres loisirs et société
9495,1281,8,Jeux de société
9496,1280,7,Jouets & Enfant
9497,1560,13,Maison
9498,2280,18,Magasine
9499,2582,22,Mobilier de jardin
9500,2060,16,Décoration
9501,10,0,Livres loisirs et société
9502,1280,7,Jouets & Enfant
9503,2585,24,Outillage de jardin
9504,1560,13,Maison
9505,1160,5,Cartes à collectionner
9506,1920,14,Linge de maison
9507,2403,19,Lots Livres / Magasines & Manga & BD
9508,1280,7,Jouets & Enfant
9509,2462,20,Lots consoles & jeux
9510,2583,23,Équipement piscine & spa
9511,2060,16,Décoration
9512,1320,12,Puériculture
9513,1140,4,Figurines & univers geek
9514,2280,18,Magasine
9515,1302,11,Sports & Loisirs
9516,2705,25,Livres littérature et fiction
9517,2462,20,Lots consoles & jeux
9518,10,0,Livres loisirs et société
9519,2220,17,Animalerie
9520,2583,23,Équipement piscine & spa
9521,2583,23,Équipement piscine & spa
9522,1302,11,Sports & Loisirs
9523,2280,18,Magasine
9524,2060,16,Décoration
9525,2583,23,Équipement piscine & spa
9526,2060,16,Décoration
9527,50,2,Accessoires gaming
9528,1160,5,Cartes à collectionner
9529,2583,23,Équipement piscine & spa
9530,2403,19,Lots Livres / Magasines & Manga & BD
9531,1560,13,Maison
9532,2905,26,Jeux en téléchargement
9533,1281,8,Jeux de société
9534,2583,23,Équipement piscine & spa
9535,1302,11,Sports & Loisirs
9536,2462,20,Lots consoles & jeux
9537,2403,19,Lots Livres / Magasines & Manga & BD
9538,1302,11,Sports & Loisirs
9539,2585,24,Outillage de jardin
9540,1281,8,Jeux de société
9541,1160,5,Cartes à collectionner
9542,1281,8,Jeux de société
9543,1160,5,Cartes à collectionner
9544,2582,22,Mobilier de jardin
9545,1300,9,Véhicules RC & miniatures
9546,1920,14,Linge de maison
9547,1560,13,Maison
9548,2522,21,Fournitures Papeterie
9549,2582,22,Mobilier de jardin
9550,1920,14,Linge de maison
9551,10,0,Livres loisirs et société
9552,2582,22,Mobilier de jardin
9553,1160,5,Cartes à collectionner
9554,1140,4,Figurines & univers geek
9555,2582,22,Mobilier de jardin
9556,2403,19,Lots Livres / Magasines & Manga & BD
9557,2583,23,Équipement piscine & spa
9558,2403,19,Lots Livres / Magasines & Manga & BD
9559,1320,12,Puériculture
9560,2522,21,Fournitures Papeterie
9561,2583,23,Équipement piscine & spa
9562,10,0,Livres loisirs et société
9563,1280,7,Jouets & Enfant
9564,1160,5,Cartes à collectionner
9565,2583,23,Équipement piscine & spa
9566,2060,16,Décoration
9567,2585,24,Outillage de jardin
9568,2522,21,Fournitures Papeterie
9569,1920,14,Linge de maison
9570,2060,16,Décoration
9571,40,1,Jeux vidéo et accessoires
9572,1320,12,Puériculture
9573,50,2,Accessoires gaming
9574,2060,16,Décoration
9575,2280,18,Magasine
9576,1300,9,Véhicules RC & miniatures
9577,1920,14,Linge de maison
9578,1560,13,Maison
9579,1140,4,Figurines & univers geek
9580,40,1,Jeux vidéo et accessoires
9581,2583,23,Équipement piscine & spa
9582,2522,21,Fournitures Papeterie
9583,2583,23,Équipement piscine & spa
9584,2582,22,Mobilier de jardin
9585,1300,9,Véhicules RC & miniatures
9586,1280,7,Jouets & Enfant
9587,1160,5,Cartes à collectionner
9588,1301,10,Chaussettes bébé
9589,2403,19,Lots Livres / Magasines & Manga & BD
9590,2280,18,Magasine
9591,2060,16,Décoration
9592,1160,5,Cartes à collectionner
9593,2583,23,Équipement piscine & spa
9594,1920,14,Linge de maison
9595,2585,24,Outillage de jardin
9596,1920,14,Linge de maison
9597,50,2,Accessoires gaming
9598,2280,18,Magasine
9599,2280,18,Magasine
9600,2522,21,Fournitures Papeterie
9601,1280,7,Jouets & Enfant
9602,2280,18,Magasine
9603,1920,14,Linge de maison
9604,2462,20,Lots consoles & jeux
9605,2583,23,Équipement piscine & spa
9606,2583,23,Équipement piscine & spa
9607,2403,19,Lots Livres / Magasines & Manga & BD
9608,2060,16,Décoration
9609,2403,19,Lots Livres / Magasines & Manga & BD
9610,1560,13,Maison
9611,2462,20,Lots consoles & jeux
9612,40,1,Jeux vidéo et accessoires
9613,1160,5,Cartes à collectionner
9614,2462,20,Lots consoles & jeux
9615,2280,18,Magasine
9616,2705,25,Livres littérature et fiction
9617,1560,13,Maison
9618,2705,25,Livres littérature et fiction
9619,1280,7,Jouets & Enfant
9620,1280,7,Jouets & Enfant
9621,2220,17,Animalerie
9622,2583,23,Équipement piscine & spa
9623,1920,14,Linge de maison
9624,60,3,Consoles rétro
